rho_0,alpha,device,mean_error,error_list
67.5,4.5,1212,4.01,"[6.6, 2.9, 2.3, 6.93, 4.56, 5.94, 7.93, 4.7, 6.83, 7.42, 5.2, 4.39, 7.17, 6.44, 4.5, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 2.3, 0.0, 2.3, 4.6, 3.05, 3.05, 5.02, 2.0, 4.61, 6.1, 4.57, 6.0, 2.97, 5.95, 2.97, 2.0, 2.97, 4.83, 2.97, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.3, 2.3, 4.6, 3.05, 3.05, 5.02, 2.0, 4.61, 5.02, 2.0, 3.05, 6.1, 2.0, 2.3, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 2.1, 2.3, 4.7, 4.1, 3.05, 6.52, 4.0, 4.61, 8.42, 8.1, 6.43, 5.69, 6.77, 2.1, 4.2, 4.65, 4.2, 2.9, 6.08, 10.36, 6.5, 6.89, 6.01, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 6.0, 4.61, 6.1, 8.0, 6.0, 6.6, 2.2, 1.7, 3.8, 3.16, 3.45, 5.37, 4.74, 2.0, 6.43, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 5.4, 2.02, 0.0, 2.0, 0.0, 2.0, 4.0]"
67.5,4.5,121D,3.8,"[0.0, 2.3, 4.6, 2.0, 3.05, 3.05, 4.0, 4.61, 8.16, 7.0, 5.13, 6.58, 5.2, 4.39, 7.17, 5.1, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 2.3, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 4.57, 5.95, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 8.0, 8.32, 6.1, 4.0, 4.61, 6.1, 4.61, 3.05, 6.1, 2.0, 3.05, 4.6, 3.05, 2.3, 4.6, 2.0, 3.05, 5.02, 3.05, 3.05, 4.6, 4.0, 4.61, 5.02, 2.0, 3.05, 6.1, 0.0, 3.05, 5.02, 2.0, 2.3, 4.6, 0.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 6.52, 4.0, 4.61, 8.42, 8.1, 6.43, 5.69, 2.21, 3.18, 4.2, 4.65, 4.2, 2.9, 4.65, 6.8, 6.5, 6.89, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 6.0, 4.61, 6.1, 6.3, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 4.18, 3.45, 4.74, 4.74, 3.05, 6.4, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 5.69, 5.55, 2.06, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.48, 4.0]"
67.5,4.5,1F61,3.92,"[0.0, 2.3, 4.6, 2.0, 3.05, 3.05, 4.0, 4.61, 8.94, 3.44, 8.05, 8.16, 5.2, 6.44, 5.63, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 6.1, 4.61, 5.02, 4.0, 4.57, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 8.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 3.05, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 0.0, 2.3, 4.7, 4.1, 3.05, 3.05, 4.0, 4.61, 8.42, 8.1, 8.42, 5.69, 2.21, 3.18, 4.2, 4.65, 4.2, 4.79, 4.65, 6.8, 6.5, 6.89, 6.01, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 6.0, 4.61, 6.1, 8.0, 8.32, 4.3, 1.99, 0.0, 1.7, 5.38, 3.16, 1.2, 2.08, 3.45, 4.46, 4.0, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 2.06, 3.49, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.0]"
67.5,4.5,2005,3.86,"[0.0, 2.3, 4.6, 2.0, 3.05, 3.05, 4.0, 4.61, 9.48, 7.0, 6.0, 7.42, 8.0, 4.39, 6.19, 6.44, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 3.25, 3.25, 0.0, 2.3, 4.6, 3.05, 3.05, 5.02, 2.0, 4.61, 6.1, 2.97, 4.0, 4.57, 5.95, 2.97, 2.0, 2.97, 4.83, 0.0, 4.4, 8.0, 8.32, 7.56, 6.0, 4.61, 7.56, 4.0, 3.05, 5.02, 2.0, 2.3, 5.02, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 5.06, 0.0, 2.3, 4.7, 2.0, 3.05, 6.1, 4.61, 4.61, 8.1, 4.61, 5.69, 2.21, 2.1, 4.2, 4.65, 4.2, 2.9, 4.65, 6.8, 6.5, 4.79, 7.85, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 7.8, 4.61, 6.1, 6.0, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 2.08, 3.45, 4.0, 2.0, 2.0, 6.43, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 5.69, 6.76, 2.06, 1.8, 5.15, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,4.5,2055,3.98,"[0.0, 2.3, 4.6, 2.0, 3.05, 3.05, 4.0, 4.61, 8.94, 5.3, 6.0, 7.42, 5.74, 6.44, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 3.25, 2.3, 2.3, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 4.57, 2.97, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 8.93, 4.61, 9.23, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 5.02, 2.0, 3.05, 6.1, 0.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 2.1, 2.3, 3.05, 4.1, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 2.97, 2.21, 3.18, 4.65, 4.2, 4.79, 6.8, 6.5, 6.89, 6.01, 2.0, 2.3, 4.6, 4.0, 4.61, 5.02, 6.0, 4.61, 7.56, 8.0, 8.32, 9.23, 2.91, 2.2, 3.38, 5.38, 3.64, 4.0, 4.0, 2.0, 8.32, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 5.69, 7.3, 2.06, 3.49, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,4.75,1002,3.75,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.43, 6.44, 8.16, 5.2, 4.39, 9.23, 5.1, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.57, 5.95, 2.97, 2.97, 4.83, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 2.0, 2.3, 4.6, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 2.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 2.1, 2.3, 3.05, 4.1, 4.7, 3.05, 6.1, 4.61, 4.61, 6.0, 8.42, 5.69, 2.21, 3.18, 4.65, 2.0, 2.9, 4.65, 6.8, 6.5, 6.89, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.61, 4.61, 6.1, 6.3, 4.88, 4.3, 1.99, 0.0, 1.7, 3.8, 4.18, 3.45, 4.0, 2.0, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 3.49, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,4.75,104D,3.87,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 9.23, 6.0, 6.43, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 2.0, 2.3, 4.6, 4.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 4.1, 3.05, 6.52, 4.0, 4.61, 6.43, 8.1, 6.43, 5.69, 7.52, 3.18, 4.2, 4.65, 2.0, 2.9, 4.65, 4.83, 4.3, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 8.9, 4.61, 6.3, 6.99, 6.43, 7.56, 0.0, 3.38, 3.45, 4.0, 2.0, 3.05, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,4.75,10CE,3.79,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.61, 8.7, 9.48, 4.7, 7.46, 7.42, 5.74, 4.39, 9.23, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 3.25, 2.3, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 5.02, 4.57, 4.0, 4.57, 5.95, 2.0, 2.97, 4.83, 2.97, 0.0, 2.2, 4.4, 8.0, 6.43, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 0.0, 2.3, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 0.0, 2.3, 4.7, 4.1, 3.05, 6.52, 4.0, 4.61, 6.43, 8.1, 6.43, 5.69, 2.21, 2.1, 4.2, 4.65, 4.2, 2.9, 4.65, 4.83, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.61, 4.61, 6.3, 6.99, 4.88, 4.3, 3.3, 1.99, 0.0, 1.7, 3.8, 4.18, 2.08, 3.45, 4.46, 2.0, 2.0, 6.43, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 5.69, 5.55, 0.0, 1.8, 3.6, 5.4, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,4.75,1210,3.65,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 8.05, 7.42, 5.2, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 0.0, 2.3, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.97, 4.0, 4.57, 5.95, 2.97, 2.0, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 5.69, 2.21, 2.1, 4.2, 4.65, 2.0, 2.9, 4.65, 6.8, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 4.88, 4.3, 2.2, 1.7, 4.18, 3.45, 4.46, 2.0, 2.0, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.0]"
67.5,4.75,1211,3.78,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 11.0, 4.7, 6.0, 7.42, 5.2, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.57, 2.0, 2.97, 0.0, 2.2, 4.0, 4.61, 6.1, 4.0, 4.61, 6.43, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 2.1, 2.3, 4.1, 3.05, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 7.52, 2.1, 4.2, 4.65, 4.2, 2.9, 4.65, 6.8, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 4.61, 6.3, 6.43, 4.3, 1.99, 5.38, 3.29, 3.16, 3.64, 3.76, 2.0, 3.05, 4.31, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 3.83, 7.3, 2.06, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.0]"
67.5,4.75,1212,3.83,"[5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 7.93, 4.7, 6.83, 7.42, 5.2, 4.39, 7.17, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 0.0, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 6.0, 2.97, 5.95, 2.97, 2.0, 2.97, 4.83, 2.97, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 2.0, 2.3, 4.6, 2.3, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.02, 4.31, 6.1, 2.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 2.1, 2.3, 4.7, 4.1, 3.05, 4.61, 4.0, 4.61, 8.42, 8.1, 6.43, 4.65, 6.77, 2.1, 4.2, 4.65, 2.0, 2.9, 6.08, 9.04, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.61, 4.61, 6.1, 8.0, 6.43, 4.3, 2.2, 1.7, 3.8, 3.16, 3.45, 5.37, 4.74, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 5.4, 2.02, 0.0, 2.0, 0.0, 2.48, 4.0]"
67.5,4.75,121D,3.82,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 7.93, 4.7, 6.83, 8.16, 5.2, 4.39, 7.17, 5.1, 3.18, 2.2, 4.6, 2.3, 0.0, 5.14, 3.25, 2.3, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 4.57, 5.95, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 11.09, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.05, 3.05, 5.02, 4.0, 4.61, 6.1, 2.62, 3.05, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 6.52, 4.0, 4.61, 8.42, 8.1, 6.43, 5.69, 2.21, 2.1, 4.2, 4.65, 2.0, 2.9, 4.65, 6.8, 6.5, 6.89, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 4.18, 3.45, 4.0, 2.0, 3.05, 6.4, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 3.83, 5.55, 2.06, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.48, 4.0]"
67.5,4.75,1F61,3.81,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 3.44, 8.05, 7.42, 5.2, 4.39, 5.63, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 6.1, 4.61, 5.02, 4.0, 4.57, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 8.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 4.6, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 2.0, 3.05, 3.05, 4.0, 4.61, 8.42, 8.1, 8.42, 5.69, 2.21, 2.1, 4.2, 4.65, 4.2, 2.9, 4.65, 6.8, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 3.05, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.0, 7.56, 1.99, 0.0, 1.7, 5.38, 3.16, 1.2, 2.08, 3.45, 4.46, 4.0, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 3.49, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,4.75,2005,3.89,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 9.48, 7.0, 6.0, 7.42, 8.0, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.97, 4.0, 4.57, 5.95, 2.97, 2.0, 2.97, 4.83, 0.0, 4.4, 8.0, 8.32, 7.56, 6.0, 4.61, 7.56, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 0.0, 2.3, 4.6, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 0.0, 2.3, 4.7, 2.0, 3.05, 6.1, 4.61, 4.61, 8.1, 4.61, 5.69, 2.21, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 6.5, 4.79, 7.85, 11.28, 2.3, 4.6, 2.0, 3.05, 5.02, 7.8, 4.61, 6.1, 6.0, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 3.16, 3.29, 2.08, 3.45, 4.0, 2.0, 4.0, 4.31, 6.43, 4.61, 4.0, 2.0, 3.18, 2.22, 5.69, 5.55, 2.06, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,4.75,2055,3.8,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 8.94, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.05, 3.18, 2.2, 3.25, 2.3, 0.0, 2.3, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.57, 4.0, 4.57, 2.97, 2.0, 2.97, 4.4, 2.2, 0.0, 2.2, 4.4, 8.93, 4.61, 9.23, 6.0, 4.61, 6.1, 4.0, 4.61, 5.02, 2.0, 3.05, 5.02, 0.0, 2.3, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 4.1, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 2.97, 2.21, 3.18, 5.62, 4.2, 2.9, 6.8, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 4.61, 6.43, 6.43, 6.43, 2.91, 2.2, 3.38, 5.38, 3.64, 4.0, 4.0, 2.0, 8.32, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 3.49, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,5.0,1002,3.68,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.0, 6.44, 7.56, 5.2, 4.39, 9.23, 5.1, 3.18, 2.2, 3.25, 2.3, 2.3, 2.3, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.57, 5.95, 2.97, 2.97, 4.83, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 3.05, 4.0, 4.61, 6.43, 6.0, 6.43, 5.69, 2.21, 2.1, 4.65, 2.0, 2.9, 4.65, 6.8, 6.5, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 4.88, 4.3, 1.99, 0.0, 1.7, 3.8, 4.18, 3.45, 4.0, 2.0, 2.0, 4.31, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 6.76, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,5.0,104D,3.74,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 6.0, 7.42, 5.74, 4.39, 6.19, 5.1, 3.18, 2.2, 3.25, 2.3, 0.0, 5.14, 3.25, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.95, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 9.23, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 4.7, 4.1, 3.05, 4.61, 4.0, 4.61, 6.43, 6.0, 6.43, 6.26, 7.52, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.3, 6.99, 6.43, 7.56, 0.0, 3.38, 3.45, 4.0, 2.0, 2.0, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 6.89, 2.0, 0.0, 2.0, 0.0, 2.0, 4.11]"
67.5,5.0,10CE,3.73,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 8.7, 9.48, 4.7, 4.61, 7.42, 5.74, 4.39, 9.23, 5.1, 3.18, 2.2, 3.25, 2.3, 2.3, 2.3, 0.0, 3.25, 2.3, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 5.02, 4.57, 4.0, 2.97, 5.95, 2.0, 2.97, 4.4, 2.97, 0.0, 2.2, 4.4, 8.0, 6.43, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 2.3, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 2.02, 2.3, 4.6, 2.0, 3.05, 5.02, 3.11, 0.0, 2.3, 3.05, 2.0, 3.05, 6.52, 4.0, 4.61, 6.43, 6.0, 6.43, 5.69, 2.21, 2.1, 4.2, 2.97, 4.2, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.61, 4.61, 6.3, 6.99, 6.43, 4.3, 2.91, 1.99, 0.0, 1.7, 3.8, 4.18, 2.08, 3.45, 4.46, 2.0, 4.0, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 5.55, 0.0, 1.8, 3.6, 5.4, 2.0, 0.0, 2.0, 0.0, 2.48, 4.11]"
67.5,5.0,1210,3.6,"[0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 5.3, 8.05, 7.42, 5.2, 4.39, 6.19, 5.1, 3.18, 2.2, 4.6, 2.3, 0.0, 5.14, 0.0, 3.25, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 2.97, 4.0, 2.97, 5.95, 2.97, 2.0, 2.97, 4.83, 2.2, 0.0, 2.2, 4.4, 4.0, 4.61, 6.1, 6.0, 4.61, 6.1, 4.0, 3.05, 5.02, 2.0, 3.05, 4.6, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 4.0, 4.61, 6.1, 2.0, 3.05, 5.02, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 2.3, 0.0, 2.3, 3.05, 2.0, 3.05, 4.61, 4.0, 4.61, 8.42, 6.0, 6.43, 5.69, 0.0, 2.1, 4.2, 2.97, 2.0, 2.9, 4.65, 4.83, 4.3, 4.79, 6.01, 0.0, 2.3, 4.6, 2.0, 3.05, 5.02, 4.0, 4.61, 6.1, 6.3, 4.88, 4.3, 2.2, 1.7, 4.18, 3.45, 4.46, 2.0, 2.0, 4.61, 6.43, 4.61, 4.0, 2.0, 1.3, 2.22, 3.83, 7.3, 0.0, 1.8, 3.6, 6.89, 0.0, 0.0, 2.0, 0.0, 2.48, 4.0]"
