rho_0,alpha,device,,error_list
40.0,3.75,10CE,count,146.0
40.0,3.75,10CE,std,8.14
40.0,3.75,1210,mean,12.22
40.0,3.75,1210,median,10.83
40.0,3.75,1210,rmse,14.72
40.0,3.75,1210,max,32.66
40.0,3.75,1210,min,0.0
40.0,3.75,1210,count,143.0
40.0,3.75,1210,std,8.22
40.0,3.75,1211,mean,11.83
40.0,3.75,1211,median,8.47
40.0,3.75,1211,rmse,15.07
40.0,3.75,1211,max,37.69
40.0,3.75,1211,min,0.38
40.0,3.75,1211,count,136.0
40.0,3.75,1211,std,9.35
40.0,3.75,1212,mean,13.69
40.0,3.75,1212,median,12.29
40.0,3.75,1212,rmse,16.39
40.0,3.75,1212,max,32.81
40.0,3.75,1212,min,0.0
40.0,3.75,1212,count,141.0
40.0,3.75,1212,std,9.01
40.0,3.75,121D,mean,12.44
40.0,3.75,121D,median,10.83
40.0,3.75,121D,rmse,14.9
40.0,3.75,121D,max,29.79
40.0,3.75,121D,min,0.0
40.0,3.75,121D,count,147.0
40.0,3.75,121D,std,8.2
40.0,3.75,1F61,mean,10.48
40.0,3.75,1F61,median,7.04
40.0,3.75,1F61,rmse,13.4
40.0,3.75,1F61,max,35.86
40.0,3.75,1F61,min,0.39
40.0,3.75,1F61,count,144.0
40.0,3.75,1F61,std,8.34
40.0,3.75,2005,mean,12.2
40.0,3.75,2005,median,10.83
40.0,3.75,2005,rmse,14.52
40.0,3.75,2005,max,32.6
40.0,3.75,2005,min,0.1
40.0,3.75,2005,count,145.0
40.0,3.75,2005,std,7.88
40.0,3.75,2055,mean,12.1
40.0,3.75,2055,median,10.85
40.0,3.75,2055,rmse,14.5
40.0,3.75,2055,max,30.55
40.0,3.75,2055,min,0.0
40.0,3.75,2055,count,141.0
40.0,3.75,2055,std,8.0
40.0,4.0,1002,mean,8.06
40.0,4.0,1002,median,5.07
40.0,4.0,1002,rmse,10.94
40.0,4.0,1002,max,40.55
40.0,4.0,1002,min,0.37
40.0,4.0,1002,count,141.0
40.0,4.0,1002,std,7.38
40.0,4.0,104D,mean,7.86
40.0,4.0,104D,median,5.01
40.0,4.0,104D,rmse,10.6
40.0,4.0,104D,max,42.19
40.0,4.0,104D,min,0.0
40.0,4.0,104D,count,136.0
40.0,4.0,104D,std,7.12
40.0,4.0,10CE,mean,9.36
40.0,4.0,10CE,median,6.58
40.0,4.0,10CE,rmse,11.99
40.0,4.0,10CE,max,36.59
40.0,4.0,10CE,min,0.0
40.0,4.0,10CE,count,146.0
40.0,4.0,10CE,std,7.5
40.0,4.0,1210,mean,9.52
40.0,4.0,1210,median,7.12
40.0,4.0,1210,rmse,11.97
40.0,4.0,1210,max,32.6
40.0,4.0,1210,min,0.0
40.0,4.0,1210,count,143.0
40.0,4.0,1210,std,7.25
40.0,4.0,1211,mean,9.3
40.0,4.0,1211,median,5.68
40.0,4.0,1211,rmse,12.25
40.0,4.0,1211,max,38.67
40.0,4.0,1211,min,0.32
40.0,4.0,1211,count,136.0
40.0,4.0,1211,std,7.97
40.0,4.0,1212,mean,10.82
40.0,4.0,1212,median,8.54
40.0,4.0,1212,rmse,13.61
40.0,4.0,1212,max,32.6
40.0,4.0,1212,min,0.0
40.0,4.0,1212,count,141.0
40.0,4.0,1212,std,8.26
40.0,4.0,121D,mean,8.72
40.0,4.0,121D,median,6.1
40.0,4.0,121D,rmse,11.04
40.0,4.0,121D,max,27.5
40.0,4.0,121D,min,0.0
40.0,4.0,121D,count,147.0
40.0,4.0,121D,std,6.77
40.0,4.0,1F61,mean,7.64
40.0,4.0,1F61,median,5.02
40.0,4.0,1F61,rmse,10.34
40.0,4.0,1F61,max,36.96
40.0,4.0,1F61,min,0.38
40.0,4.0,1F61,count,144.0
40.0,4.0,1F61,std,6.98
40.0,4.0,2005,mean,9.09
40.0,4.0,2005,median,6.71
40.0,4.0,2005,rmse,11.33
40.0,4.0,2005,max,29.4
40.0,4.0,2005,min,0.07
40.0,4.0,2005,count,145.0
40.0,4.0,2005,std,6.77
40.0,4.0,2055,mean,9.31
40.0,4.0,2055,median,7.0
40.0,4.0,2055,rmse,11.76
40.0,4.0,2055,max,30.55
40.0,4.0,2055,min,0.0
40.0,4.0,2055,count,141.0
40.0,4.0,2055,std,7.18
40.0,4.25,1002,mean,6.87
40.0,4.25,1002,median,4.7
40.0,4.25,1002,rmse,9.6
40.0,4.25,1002,max,39.6
40.0,4.25,1002,min,0.31
40.0,4.25,1002,count,141.0
40.0,4.25,1002,std,6.7
40.0,4.25,104D,mean,6.08
40.0,4.25,104D,median,4.56
40.0,4.25,104D,rmse,8.32
40.0,4.25,104D,max,42.19
40.0,4.25,104D,min,0.0
40.0,4.25,104D,count,136.0
40.0,4.25,104D,std,5.68
40.0,4.25,10CE,mean,7.91
40.0,4.25,10CE,median,5.18
40.0,4.25,10CE,rmse,10.54
40.0,4.25,10CE,max,37.6
40.0,4.25,10CE,min,0.0
40.0,4.25,10CE,count,146.0
40.0,4.25,10CE,std,6.97
40.0,4.25,1210,mean,5.54
40.0,4.25,1210,median,4.25
40.0,4.25,1210,rmse,7.21
40.0,4.25,1210,max,23.4
40.0,4.25,1210,min,0.0
40.0,4.25,1210,count,143.0
40.0,4.25,1210,std,4.61
40.0,4.25,1211,mean,6.74
40.0,4.25,1211,median,4.68
40.0,4.25,1211,rmse,9.27
40.0,4.25,1211,max,38.67
40.0,4.25,1211,min,0.32
40.0,4.25,1211,count,136.0
40.0,4.25,1211,std,6.36
40.0,4.25,1212,mean,7.52
40.0,4.25,1212,median,5.1
40.0,4.25,1212,rmse,9.96
40.0,4.25,1212,max,32.42
40.0,4.25,1212,min,0.0
40.0,4.25,1212,count,141.0
40.0,4.25,1212,std,6.54
40.0,4.25,121D,mean,7.08
40.0,4.25,121D,median,5.1
40.0,4.25,121D,rmse,9.0
40.0,4.25,121D,max,28.76
40.0,4.25,121D,min,0.0
40.0,4.25,121D,count,147.0
40.0,4.25,121D,std,5.56
40.0,4.25,1F61,mean,5.29
40.0,4.25,1F61,median,4.31
40.0,4.25,1F61,rmse,7.42
40.0,4.25,1F61,max,36.96
40.0,4.25,1F61,min,0.2
40.0,4.25,1F61,count,144.0
40.0,4.25,1F61,std,5.2
40.0,4.25,2005,mean,6.64
40.0,4.25,2005,median,4.94
40.0,4.25,2005,rmse,8.65
40.0,4.25,2005,max,28.76
40.0,4.25,2005,min,0.07
40.0,4.25,2005,count,145.0
40.0,4.25,2005,std,5.54
40.0,4.25,2055,mean,6.41
40.0,4.25,2055,median,4.41
40.0,4.25,2055,rmse,8.97
40.0,4.25,2055,max,30.55
40.0,4.25,2055,min,0.0
40.0,4.25,2055,count,141.0
40.0,4.25,2055,std,6.27
40.0,4.5,1002,mean,5.05
40.0,4.5,1002,median,4.25
40.0,4.5,1002,rmse,6.75
40.0,4.5,1002,max,36.96
40.0,4.5,1002,min,0.0
40.0,4.5,1002,count,141.0
40.0,4.5,1002,std,4.48
40.0,4.5,104D,mean,4.49
40.0,4.5,104D,median,3.66
40.0,4.5,104D,rmse,6.31
40.0,4.5,104D,max,42.19
40.0,4.5,104D,min,0.0
40.0,4.5,104D,count,136.0
40.0,4.5,104D,std,4.43
40.0,4.5,10CE,mean,5.7
40.0,4.5,10CE,median,4.18
40.0,4.5,10CE,rmse,7.98
40.0,4.5,10CE,max,35.66
40.0,4.5,10CE,min,0.0
40.0,4.5,10CE,count,146.0
40.0,4.5,10CE,std,5.59
40.0,4.5,1210,mean,4.2
40.0,4.5,1210,median,3.4
40.0,4.5,1210,rmse,5.22
40.0,4.5,1210,max,16.07
40.0,4.5,1210,min,0.0
40.0,4.5,1210,count,143.0
40.0,4.5,1210,std,3.1
40.0,4.5,1211,mean,4.66
40.0,4.5,1211,median,4.0
40.0,4.5,1211,rmse,5.94
40.0,4.5,1211,max,21.4
40.0,4.5,1211,min,0.0
40.0,4.5,1211,count,136.0
40.0,4.5,1211,std,3.69
40.0,4.5,1212,mean,5.46
40.0,4.5,1212,median,4.35
40.0,4.5,1212,rmse,7.05
40.0,4.5,1212,max,21.4
40.0,4.5,1212,min,0.0
40.0,4.5,1212,count,141.0
40.0,4.5,1212,std,4.45
40.0,4.5,121D,mean,4.97
40.0,4.5,121D,median,4.4
40.0,4.5,121D,rmse,6.34
40.0,4.5,121D,max,22.64
40.0,4.5,121D,min,0.0
40.0,4.5,121D,count,147.0
40.0,4.5,121D,std,3.93
40.0,4.5,1F61,mean,4.33
40.0,4.5,1F61,median,3.32
40.0,4.5,1F61,rmse,6.12
40.0,4.5,1F61,max,36.96
40.0,4.5,1F61,min,0.08
40.0,4.5,1F61,count,144.0
40.0,4.5,1F61,std,4.32
40.0,4.5,2005,mean,4.72
40.0,4.5,2005,median,4.01
40.0,4.5,2005,rmse,6.04
40.0,4.5,2005,max,28.31
40.0,4.5,2005,min,0.0
40.0,4.5,2005,count,145.0
40.0,4.5,2005,std,3.77
40.0,4.5,2055,mean,4.88
40.0,4.5,2055,median,3.68
40.0,4.5,2055,rmse,6.61
40.0,4.5,2055,max,29.56
40.0,4.5,2055,min,0.0
40.0,4.5,2055,count,141.0
40.0,4.5,2055,std,4.45
40.0,4.75,1002,mean,4.2
40.0,4.75,1002,median,3.64
40.0,4.75,1002,rmse,5.65
40.0,4.75,1002,max,36.96
40.0,4.75,1002,min,0.0
40.0,4.75,1002,count,141.0
40.0,4.75,1002,std,3.78
40.0,4.75,104D,mean,3.49
40.0,4.75,104D,median,3.14
40.0,4.75,104D,rmse,3.97
40.0,4.75,104D,max,10.6
40.0,4.75,104D,min,0.0
40.0,4.75,104D,count,136.0
40.0,4.75,104D,std,1.9
40.0,4.75,10CE,mean,4.7
40.0,4.75,10CE,median,3.62
40.0,4.75,10CE,rmse,6.75
40.0,4.75,10CE,max,35.66
40.0,4.75,10CE,min,0.0
40.0,4.75,10CE,count,146.0
40.0,4.75,10CE,std,4.84
40.0,4.75,1210,mean,3.66
40.0,4.75,1210,median,3.1
40.0,4.75,1210,rmse,4.36
40.0,4.75,1210,max,13.3
40.0,4.75,1210,min,0.0
40.0,4.75,1210,count,143.0
40.0,4.75,1210,std,2.37
40.0,4.75,1211,mean,3.82
40.0,4.75,1211,median,3.26
40.0,4.75,1211,rmse,4.46
40.0,4.75,1211,max,14.07
40.0,4.75,1211,min,0.0
40.0,4.75,1211,count,136.0
40.0,4.75,1211,std,2.29
40.0,4.75,1212,mean,4.33
40.0,4.75,1212,median,3.39
40.0,4.75,1212,rmse,5.38
40.0,4.75,1212,max,16.07
40.0,4.75,1212,min,0.0
40.0,4.75,1212,count,141.0
40.0,4.75,1212,std,3.2
40.0,4.75,121D,mean,4.23
40.0,4.75,121D,median,3.9
40.0,4.75,121D,rmse,5.27
40.0,4.75,121D,max,17.6
40.0,4.75,121D,min,0.0
40.0,4.75,121D,count,147.0
40.0,4.75,121D,std,3.14
40.0,4.75,1F61,mean,3.64
40.0,4.75,1F61,median,3.05
40.0,4.75,1F61,rmse,5.04
40.0,4.75,1F61,max,36.96
40.0,4.75,1F61,min,0.0
40.0,4.75,1F61,count,144.0
40.0,4.75,1F61,std,3.49
40.0,4.75,2005,mean,3.93
40.0,4.75,2005,median,3.32
40.0,4.75,2005,rmse,5.0
40.0,4.75,2005,max,28.05
40.0,4.75,2005,min,0.0
40.0,4.75,2005,count,145.0
40.0,4.75,2005,std,3.09
40.0,4.75,2055,mean,3.81
40.0,4.75,2055,median,3.13
40.0,4.75,2055,rmse,5.03
40.0,4.75,2055,max,29.56
40.0,4.75,2055,min,0.0
40.0,4.75,2055,count,141.0
40.0,4.75,2055,std,3.29
40.0,5.0,1002,mean,3.7
40.0,5.0,1002,median,3.23
40.0,5.0,1002,rmse,5.02
40.0,5.0,1002,max,36.96
40.0,5.0,1002,min,0.0
40.0,5.0,1002,count,141.0
40.0,5.0,1002,std,3.39
40.0,5.0,104D,mean,3.11
40.0,5.0,104D,median,2.74
40.0,5.0,104D,rmse,3.55
40.0,5.0,104D,max,8.4
40.0,5.0,104D,min,0.0
40.0,5.0,104D,count,136.0
40.0,5.0,104D,std,1.7
40.0,5.0,10CE,mean,3.63
40.0,5.0,10CE,median,3.06
40.0,5.0,10CE,rmse,4.88
40.0,5.0,10CE,max,29.56
40.0,5.0,10CE,min,0.0
40.0,5.0,10CE,count,146.0
40.0,5.0,10CE,std,3.26
40.0,5.0,1210,mean,3.21
40.0,5.0,1210,median,2.8
40.0,5.0,1210,rmse,3.81
40.0,5.0,1210,max,13.43
40.0,5.0,1210,min,0.0
40.0,5.0,1210,count,143.0
40.0,5.0,1210,std,2.05
40.0,5.0,1211,mean,3.32
40.0,5.0,1211,median,3.03
40.0,5.0,1211,rmse,3.77
40.0,5.0,1211,max,10.6
40.0,5.0,1211,min,0.0
40.0,5.0,1211,count,136.0
40.0,5.0,1211,std,1.79
40.0,5.0,1212,mean,3.84
40.0,5.0,1212,median,3.11
40.0,5.0,1212,rmse,4.73
40.0,5.0,1212,max,15.4
40.0,5.0,1212,min,0.0
40.0,5.0,1212,count,141.0
40.0,5.0,1212,std,2.76
40.0,5.0,121D,mean,3.53
40.0,5.0,121D,median,3.05
40.0,5.0,121D,rmse,4.34
40.0,5.0,121D,max,18.05
40.0,5.0,121D,min,0.0
40.0,5.0,121D,count,147.0
40.0,5.0,121D,std,2.52
40.0,5.0,1F61,mean,3.32
40.0,5.0,1F61,median,2.86
40.0,5.0,1F61,rmse,4.71
40.0,5.0,1F61,max,36.96
40.0,5.0,1F61,min,0.0
40.0,5.0,1F61,count,144.0
40.0,5.0,1F61,std,3.35
40.0,5.0,2005,mean,3.41
40.0,5.0,2005,median,3.07
40.0,5.0,2005,rmse,3.94
40.0,5.0,2005,max,13.3
40.0,5.0,2005,min,0.0
40.0,5.0,2005,count,145.0
40.0,5.0,2005,std,1.97
40.0,5.0,2055,mean,3.13
40.0,5.0,2055,median,2.62
40.0,5.0,2055,rmse,4.27
40.0,5.0,2055,max,29.56
40.0,5.0,2055,min,0.0
40.0,5.0,2055,count,141.0
40.0,5.0,2055,std,2.9
40.0,5.25,1002,mean,3.37
40.0,5.25,1002,median,2.94
40.0,5.25,1002,rmse,4.69
40.0,5.25,1002,max,36.96
40.0,5.25,1002,min,0.0
40.0,5.25,1002,count,141.0
40.0,5.25,1002,std,3.27
40.0,5.25,104D,mean,2.89
40.0,5.25,104D,median,2.7
40.0,5.25,104D,rmse,3.28
40.0,5.25,104D,max,6.67
40.0,5.25,104D,min,0.0
40.0,5.25,104D,count,136.0
40.0,5.25,104D,std,1.56
40.0,5.25,10CE,mean,3.19
40.0,5.25,10CE,median,2.8
40.0,5.25,10CE,rmse,4.3
40.0,5.25,10CE,max,29.56
40.0,5.25,10CE,min,0.0
40.0,5.25,10CE,count,146.0
40.0,5.25,10CE,std,2.89
40.0,5.25,1210,mean,2.86
40.0,5.25,1210,median,2.63
40.0,5.25,1210,rmse,3.32
40.0,5.25,1210,max,8.8
40.0,5.25,1210,min,0.0
40.0,5.25,1210,count,143.0
40.0,5.25,1210,std,1.68
40.0,5.25,1211,mean,3.06
40.0,5.25,1211,median,2.93
40.0,5.25,1211,rmse,3.45
40.0,5.25,1211,max,8.4
40.0,5.25,1211,min,0.0
40.0,5.25,1211,count,136.0
40.0,5.25,1211,std,1.58
40.0,5.25,1212,mean,3.21
40.0,5.25,1212,median,2.74
40.0,5.25,1212,rmse,3.91
40.0,5.25,1212,max,13.31
40.0,5.25,1212,min,0.0
40.0,5.25,1212,count,141.0
40.0,5.25,1212,std,2.24
40.0,5.25,121D,mean,3.02
40.0,5.25,121D,median,2.81
40.0,5.25,121D,rmse,3.53
40.0,5.25,121D,max,9.04
40.0,5.25,121D,min,0.0
40.0,5.25,121D,count,147.0
40.0,5.25,121D,std,1.82
40.0,5.25,1F61,mean,3.13
40.0,5.25,1F61,median,2.62
40.0,5.25,1F61,rmse,4.59
40.0,5.25,1F61,max,36.96
40.0,5.25,1F61,min,0.0
40.0,5.25,1F61,count,144.0
40.0,5.25,1F61,std,3.37
40.0,5.25,2005,mean,3.11
40.0,5.25,2005,median,2.94
40.0,5.25,2005,rmse,3.63
40.0,5.25,2005,max,13.3
40.0,5.25,2005,min,0.0
40.0,5.25,2005,count,145.0
40.0,5.25,2005,std,1.87
40.0,5.25,2055,mean,2.74
40.0,5.25,2055,median,2.46
40.0,5.25,2055,rmse,3.21
40.0,5.25,2055,max,9.0
40.0,5.25,2055,min,0.0
40.0,5.25,2055,count,141.0
40.0,5.25,2055,std,1.67
40.0,5.5,1002,mean,3.04
40.0,5.5,1002,median,2.57
40.0,5.5,1002,rmse,4.41
40.0,5.5,1002,max,36.96
40.0,5.5,1002,min,0.0
40.0,5.5,1002,count,141.0
40.0,5.5,1002,std,3.19
40.0,5.5,104D,mean,2.73
40.0,5.5,104D,median,2.69
40.0,5.5,104D,rmse,3.11
40.0,5.5,104D,max,6.7
40.0,5.5,104D,min,0.0
40.0,5.5,104D,count,136.0
40.0,5.5,104D,std,1.49
40.0,5.5,10CE,mean,3.11
40.0,5.5,10CE,median,2.69
40.0,5.5,10CE,rmse,4.19
40.0,5.5,10CE,max,29.56
40.0,5.5,10CE,min,0.0
40.0,5.5,10CE,count,146.0
40.0,5.5,10CE,std,2.81
40.0,5.5,1210,mean,2.66
40.0,5.5,1210,median,2.41
40.0,5.5,1210,rmse,3.05
40.0,5.5,1210,max,7.21
40.0,5.5,1210,min,0.0
40.0,5.5,1210,count,143.0
40.0,5.5,1210,std,1.5
40.0,5.5,1211,mean,2.87
40.0,5.5,1211,median,2.72
40.0,5.5,1211,rmse,3.24
40.0,5.5,1211,max,6.59
40.0,5.5,1211,min,0.0
40.0,5.5,1211,count,136.0
40.0,5.5,1211,std,1.49
40.0,5.5,1212,mean,2.95
40.0,5.5,1212,median,2.61
40.0,5.5,1212,rmse,3.51
40.0,5.5,1212,max,12.8
40.0,5.5,1212,min,0.0
40.0,5.5,1212,count,141.0
40.0,5.5,1212,std,1.9
40.0,5.5,121D,mean,2.88
40.0,5.5,121D,median,2.7
40.0,5.5,121D,rmse,3.3
40.0,5.5,121D,max,7.56
40.0,5.5,121D,min,0.0
40.0,5.5,121D,count,147.0
40.0,5.5,121D,std,1.61
40.0,5.5,1F61,mean,2.65
40.0,5.5,1F61,median,2.42
40.0,5.5,1F61,rmse,3.0
40.0,5.5,1F61,max,5.74
40.0,5.5,1F61,min,0.0
40.0,5.5,1F61,count,144.0
40.0,5.5,1F61,std,1.41
40.0,5.5,2005,mean,2.99
40.0,5.5,2005,median,2.62
40.0,5.5,2005,rmse,3.5
40.0,5.5,2005,max,13.3
40.0,5.5,2005,min,0.0
40.0,5.5,2005,count,145.0
40.0,5.5,2005,std,1.81
40.0,5.5,2055,mean,2.67
40.0,5.5,2055,median,2.61
40.0,5.5,2055,rmse,3.03
40.0,5.5,2055,max,6.98
40.0,5.5,2055,min,0.0
40.0,5.5,2055,count,141.0
40.0,5.5,2055,std,1.45
40.0,5.75,1002,mean,3.02
40.0,5.75,1002,median,2.6
40.0,5.75,1002,rmse,4.4
40.0,5.75,1002,max,36.96
40.0,5.75,1002,min,0.0
40.0,5.75,1002,count,141.0
40.0,5.75,1002,std,3.2
40.0,5.75,104D,mean,2.69
40.0,5.75,104D,median,2.45
40.0,5.75,104D,rmse,3.09
40.0,5.75,104D,max,6.73
40.0,5.75,104D,min,0.0
40.0,5.75,104D,count,136.0
40.0,5.75,104D,std,1.51
40.0,5.75,10CE,mean,2.94
40.0,5.75,10CE,median,2.57
40.0,5.75,10CE,rmse,4.04
40.0,5.75,10CE,max,29.56
40.0,5.75,10CE,min,0.0
40.0,5.75,10CE,count,146.0
40.0,5.75,10CE,std,2.76
40.0,5.75,1210,mean,2.73
40.0,5.75,1210,median,2.62
40.0,5.75,1210,rmse,3.1
40.0,5.75,1210,max,7.21
40.0,5.75,1210,min,0.1
40.0,5.75,1210,count,143.0
40.0,5.75,1210,std,1.46
40.0,5.75,1211,mean,2.78
40.0,5.75,1211,median,2.71
40.0,5.75,1211,rmse,3.08
40.0,5.75,1211,max,6.43
40.0,5.75,1211,min,0.0
40.0,5.75,1211,count,136.0
40.0,5.75,1211,std,1.34
40.0,5.75,1212,mean,2.92
40.0,5.75,1212,median,2.61
40.0,5.75,1212,rmse,3.49
40.0,5.75,1212,max,12.77
40.0,5.75,1212,min,0.0
40.0,5.75,1212,count,141.0
40.0,5.75,1212,std,1.91
40.0,5.75,121D,mean,2.77
40.0,5.75,121D,median,2.48
40.0,5.75,121D,rmse,3.2
40.0,5.75,121D,max,7.58
40.0,5.75,121D,min,0.0
40.0,5.75,121D,count,147.0
40.0,5.75,121D,std,1.61
40.0,5.75,1F61,mean,2.66
40.0,5.75,1F61,median,2.41
40.0,5.75,1F61,rmse,3.01
40.0,5.75,1F61,max,7.02
40.0,5.75,1F61,min,0.0
40.0,5.75,1F61,count,144.0
40.0,5.75,1F61,std,1.4
40.0,5.75,2005,mean,2.76
40.0,5.75,2005,median,2.55
40.0,5.75,2005,rmse,3.18
40.0,5.75,2005,max,12.33
40.0,5.75,2005,min,0.0
40.0,5.75,2005,count,145.0
40.0,5.75,2005,std,1.59
40.0,5.75,2055,mean,2.7
40.0,5.75,2055,median,2.6
40.0,5.75,2055,rmse,3.04
40.0,5.75,2055,max,6.98
40.0,5.75,2055,min,0.0
40.0,5.75,2055,count,141.0
40.0,5.75,2055,std,1.38
40.0,6.0,1002,mean,2.98
40.0,6.0,1002,median,2.6
40.0,6.0,1002,rmse,4.37
40.0,6.0,1002,max,36.96
40.0,6.0,1002,min,0.2
40.0,6.0,1002,count,141.0
40.0,6.0,1002,std,3.19
40.0,6.0,104D,mean,2.67
40.0,6.0,104D,median,2.63
40.0,6.0,104D,rmse,3.08
40.0,6.0,104D,max,7.0
40.0,6.0,104D,min,0.0
40.0,6.0,104D,count,136.0
40.0,6.0,104D,std,1.54
40.0,6.0,10CE,mean,2.84
40.0,6.0,10CE,median,2.62
40.0,6.0,10CE,rmse,3.9
40.0,6.0,10CE,max,29.56
40.0,6.0,10CE,min,0.0
40.0,6.0,10CE,count,146.0
40.0,6.0,10CE,std,2.68
40.0,6.0,1210,mean,2.67
40.0,6.0,1210,median,2.62
40.0,6.0,1210,rmse,3.04
40.0,6.0,1210,max,7.21
40.0,6.0,1210,min,0.1
40.0,6.0,1210,count,143.0
40.0,6.0,1210,std,1.45
40.0,6.0,1211,mean,2.86
40.0,6.0,1211,median,2.7
40.0,6.0,1211,rmse,3.2
40.0,6.0,1211,max,7.15
40.0,6.0,1211,min,0.0
40.0,6.0,1211,count,136.0
40.0,6.0,1211,std,1.44
40.0,6.0,1212,mean,2.93
40.0,6.0,1212,median,2.62
40.0,6.0,1212,rmse,3.46
40.0,6.0,1212,max,12.6
40.0,6.0,1212,min,0.15
40.0,6.0,1212,count,141.0
40.0,6.0,1212,std,1.84
40.0,6.0,121D,mean,2.71
40.0,6.0,121D,median,2.48
40.0,6.0,121D,rmse,3.1
40.0,6.0,121D,max,7.58
40.0,6.0,121D,min,0.0
40.0,6.0,121D,count,147.0
40.0,6.0,121D,std,1.5
40.0,6.0,1F61,mean,2.62
40.0,6.0,1F61,median,2.31
40.0,6.0,1F61,rmse,2.98
40.0,6.0,1F61,max,7.02
40.0,6.0,1F61,min,0.0
40.0,6.0,1F61,count,144.0
40.0,6.0,1F61,std,1.43
40.0,6.0,2005,mean,2.67
40.0,6.0,2005,median,2.36
40.0,6.0,2005,rmse,3.14
40.0,6.0,2005,max,12.66
40.0,6.0,2005,min,0.04
40.0,6.0,2005,count,145.0
40.0,6.0,2005,std,1.64
40.0,6.0,2055,mean,2.53
40.0,6.0,2055,median,2.3
40.0,6.0,2055,rmse,2.88
40.0,6.0,2055,max,6.05
40.0,6.0,2055,min,0.0
40.0,6.0,2055,count,141.0
40.0,6.0,2055,std,1.37
42.5,1.0,1002,mean,22.07
42.5,1.0,1002,median,21.89
42.5,1.0,1002,rmse,25.17
42.5,1.0,1002,max,43.59
42.5,1.0,1002,min,0.7
42.5,1.0,1002,count,141.0
42.5,1.0,1002,std,12.1
42.5,1.0,104D,mean,21.2
42.5,1.0,104D,median,21.03
42.5,1.0,104D,rmse,24.25
42.5,1.0,104D,max,43.14
42.5,1.0,104D,min,0.7
42.5,1.0,104D,count,136.0
42.5,1.0,104D,std,11.77
42.5,1.0,10CE,mean,21.38
42.5,1.0,10CE,median,20.32
42.5,1.0,10CE,rmse,24.68
42.5,1.0,10CE,max,44.66
42.5,1.0,10CE,min,0.7
42.5,1.0,10CE,count,146.0
42.5,1.0,10CE,std,12.34
42.5,1.0,1210,mean,21.33
42.5,1.0,1210,median,19.98
42.5,1.0,1210,rmse,24.63
42.5,1.0,1210,max,44.22
42.5,1.0,1210,min,0.7
42.5,1.0,1210,count,143.0
42.5,1.0,1210,std,12.31
42.5,1.0,1211,mean,21.56
42.5,1.0,1211,median,21.03
42.5,1.0,1211,rmse,24.6
42.5,1.0,1211,max,43.09
42.5,1.0,1211,min,0.7
42.5,1.0,1211,count,136.0
42.5,1.0,1211,std,11.84
42.5,1.0,1212,mean,21.31
42.5,1.0,1212,median,19.98
42.5,1.0,1212,rmse,24.58
42.5,1.0,1212,max,44.21
42.5,1.0,1212,min,0.7
42.5,1.0,1212,count,141.0
42.5,1.0,1212,std,12.24
42.5,1.0,121D,mean,21.84
42.5,1.0,121D,median,21.52
42.5,1.0,121D,rmse,25.12
42.5,1.0,121D,max,44.66
42.5,1.0,121D,min,0.7
42.5,1.0,121D,count,147.0
42.5,1.0,121D,std,12.41
42.5,1.0,1F61,mean,21.98
42.5,1.0,1F61,median,21.46
42.5,1.0,1F61,rmse,25.15
42.5,1.0,1F61,max,43.61
42.5,1.0,1F61,min,0.7
42.5,1.0,1F61,count,144.0
42.5,1.0,1F61,std,12.22
42.5,1.0,2005,mean,21.15
42.5,1.0,2005,median,19.94
42.5,1.0,2005,rmse,24.4
42.5,1.0,2005,max,44.66
42.5,1.0,2005,min,0.7
42.5,1.0,2005,count,145.0
42.5,1.0,2005,std,12.17
42.5,1.0,2055,mean,20.9
42.5,1.0,2055,median,19.56
42.5,1.0,2055,rmse,24.1
42.5,1.0,2055,max,44.22
42.5,1.0,2055,min,0.7
42.5,1.0,2055,count,141.0
42.5,1.0,2055,std,11.99
42.5,1.25,1002,mean,21.99
42.5,1.25,1002,median,21.89
42.5,1.25,1002,rmse,25.05
42.5,1.25,1002,max,42.95
42.5,1.25,1002,min,0.7
42.5,1.25,1002,count,141.0
42.5,1.25,1002,std,12.01
42.5,1.25,104D,mean,21.17
42.5,1.25,104D,median,21.03
42.5,1.25,104D,rmse,24.2
42.5,1.25,104D,max,42.71
42.5,1.25,104D,min,0.7
42.5,1.25,104D,count,136.0
42.5,1.25,104D,std,11.72
42.5,1.25,10CE,mean,21.06
42.5,1.25,10CE,median,19.96
42.5,1.25,10CE,rmse,24.39
42.5,1.25,10CE,max,44.22
42.5,1.25,10CE,min,0.7
42.5,1.25,10CE,count,146.0
42.5,1.25,10CE,std,12.3
42.5,1.25,1210,mean,20.8
42.5,1.25,1210,median,19.56
42.5,1.25,1210,rmse,24.08
42.5,1.25,1210,max,44.21
42.5,1.25,1210,min,0.7
42.5,1.25,1210,count,143.0
42.5,1.25,1210,std,12.12
42.5,1.25,1211,mean,21.51
42.5,1.25,1211,median,21.03
42.5,1.25,1211,rmse,24.53
42.5,1.25,1211,max,42.7
42.5,1.25,1211,min,0.7
42.5,1.25,1211,count,136.0
42.5,1.25,1211,std,11.79
42.5,1.25,1212,mean,21.27
42.5,1.25,1212,median,19.98
42.5,1.25,1212,rmse,24.53
42.5,1.25,1212,max,44.2
42.5,1.25,1212,min,0.7
42.5,1.25,1212,count,141.0
42.5,1.25,1212,std,12.2
