WAP96,WAP100,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP110,WAP112,WAP114,WAP115,WAP116,WAP117,WAP118,LABEL,X,Y,DEVICE,OLDLABEL,FIXX,FIXY,OLDX,OLDY,ROOMID
100,100,100,100,100,-92,100,-93,100,-89,100,-77,100,100,100,-91,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-87,100,-72,100,100,100,-92,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-95,100,100,100,-99,100,-89,100,-87,100,-73,100,100,100,100,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,-95,100,-87,100,-93,100,-71,100,100,100,-89,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-94,100,-86,100,-89,100,-73,100,100,100,-93,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-92,100,100,100,100,100,-89,100,-87,100,-72,100,100,100,-93,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-96,100,100,100,100,100,-88,100,-84,100,-72,100,100,100,-94,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-97,100,100,100,-95,100,-91,100,-88,100,-75,100,100,100,-94,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-94,100,100,100,-93,100,-87,100,-84,100,-76,100,100,100,-95,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-92,100,100,100,-90,100,-88,100,-83,100,-71,100,100,100,-89,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,-92,100,-88,100,-83,100,-72,100,100,100,-91,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-95,100,100,100,-91,100,-89,100,-85,100,-72,100,100,100,100,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-92,100,-83,100,100,100,100,100,5137,40.8,14.6,1211,5131,40.6,14.1,9.4,16.1,51
100,-94,100,100,100,-98,100,-91,100,100,100,-76,100,100,100,-95,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-90,100,100,100,-95,100,-89,100,100,100,-73,100,100,100,-92,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-95,100,100,100,-96,100,-81,100,-86,100,-83,100,100,100,100,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,-94,100,-90,100,-92,100,-79,100,100,100,100,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,-94,100,-91,100,100,100,-85,100,100,100,100,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-91,100,100,100,-94,100,-91,100,-91,100,-77,100,100,100,-94,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-95,100,-82,100,-92,100,-89,100,100,100,-93,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-89,100,100,100,-95,100,-84,100,-90,100,-89,100,100,100,-92,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-91,100,100,100,-94,100,-90,100,-93,100,-78,100,100,100,100,100,5137,40.8,14.6,1212,5131,40.6,14.1,9.4,16.1,51
100,-89,100,100,100,-94,100,-92,100,-91,100,-75,100,100,100,-92,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-95,100,-87,100,-85,100,-74,100,100,100,100,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-88,100,100,100,-92,100,-91,100,-87,100,-73,100,100,100,-91,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,100,100,-89,100,-85,100,-75,100,100,100,100,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-91,100,100,100,-96,100,-87,100,-86,100,-76,100,100,100,-91,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-94,100,-87,100,-85,100,-72,100,100,100,-91,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-92,100,100,100,-100,100,-90,100,-86,100,-83,100,100,100,-98,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-91,100,-93,100,-86,100,-84,100,100,100,-95,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-92,100,-95,100,-87,100,-71,100,100,100,-91,100,5137,40.8,14.6,1210,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-96,100,-87,100,-93,100,-69,100,100,100,-93,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-88,100,-85,100,-72,100,100,100,100,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,100,100,-93,100,-85,100,-68,100,100,100,100,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,100,100,-93,100,-87,100,-70,100,100,100,-94,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,-94,100,100,100,-95,100,-91,100,-86,100,-78,100,100,100,-95,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,-96,100,100,100,100,100,-87,100,-88,100,-69,100,100,100,-95,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-92,100,-83,100,-71,100,100,100,-94,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,-95,100,100,100,100,100,-89,100,-83,100,-72,100,100,100,-97,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-89,100,-89,100,-70,100,100,100,-95,100,5137,40.8,14.6,121D,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,-96,100,-92,100,-90,100,-78,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,-95,100,100,100,100,100,-88,100,-89,100,-78,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-89,100,-80,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-92,100,-77,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-87,100,-77,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,-97,100,100,100,100,100,-94,100,-88,100,-76,100,100,100,-96,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-87,100,-80,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-94,100,-86,100,-81,100,100,100,100,100,5137,40.8,14.6,1F61,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-93,100,-83,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,-97,100,-79,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,5137,40.8,14.6,2055,5131,40.6,14.1,9.4,16.1,51
100,-99,100,100,100,100,100,-87,100,-93,100,-80,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,100,100,-90,100,100,100,-77,100,100,100,-96,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,-93,100,100,100,100,100,-95,100,-95,100,-77,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,-94,100,100,100,100,100,-97,100,-95,100,-78,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-91,100,-89,100,-80,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,-95,100,100,100,100,100,-95,100,-92,100,-80,100,100,100,-95,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,-98,100,100,100,100,100,-95,100,-89,100,-81,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-95,100,-88,100,-83,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-91,100,100,100,-78,100,100,100,100,100,5137,40.8,14.6,2005,5131,40.6,14.1,9.4,16.1,51
100,100,100,100,100,100,100,-88,100,-82,100,-75,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-85,100,-81,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-94,100,-91,100,-81,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-94,100,-91,100,-82,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,-96,100,-90,100,-91,100,-74,100,100,100,-97,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-90,100,-89,100,-79,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,100,100,-92,100,-79,100,100,100,-92,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-92,100,-78,100,100,100,-94,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-87,100,-87,100,-73,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,5135,40.8,12.5,104D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,-96,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-93,100,-93,100,-80,100,100,100,100,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-91,100,-79,100,100,100,100,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,100,100,-81,100,100,100,100,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-87,100,100,100,-83,100,100,100,-91,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-96,100,-91,100,100,100,-74,100,100,100,100,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-93,100,-79,100,100,100,100,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-89,100,100,100,-77,100,100,100,100,100,5135,40.8,12.5,1002,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,100,100,-82,100,-91,100,-74,100,100,100,100,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-97,100,-91,100,-91,100,-78,100,100,100,100,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-87,100,-87,100,-79,100,100,100,100,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-90,100,-87,100,-76,100,100,100,100,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,-90,100,100,100,-95,100,-93,100,-88,100,-80,100,100,100,100,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-90,100,100,100,-91,100,-78,100,100,100,-95,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,-97,100,100,100,100,100,-86,100,-90,100,-76,100,100,100,-97,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,-90,100,100,100,-98,100,-87,100,-88,100,-78,100,100,100,-93,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,5135,40.8,12.5,10CE,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-94,100,-89,100,-86,100,-69,100,100,100,-96,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-95,100,-85,100,-81,100,-82,100,100,100,100,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-91,100,100,100,100,100,100,100,100,100,-88,100,100,100,-92,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-91,100,100,100,-95,100,-90,100,-95,100,-78,100,100,100,-95,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-90,100,-91,100,-81,100,100,100,100,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-87,100,-92,100,-81,100,100,100,-93,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-87,100,-79,100,100,100,-94,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-97,100,-89,100,-76,100,100,100,100,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-89,100,-85,100,100,100,-95,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-92,100,-87,100,-76,100,100,100,100,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-92,100,-81,100,100,100,-94,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-92,100,100,100,-89,100,100,100,100,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-91,100,-81,100,100,100,-94,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-93,100,-75,100,100,100,-95,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-87,100,-80,100,100,100,100,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-85,100,-79,100,100,100,100,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,5135,40.8,12.5,1211,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,-98,100,-93,100,-88,100,-81,100,100,100,-94,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,100,100,-91,100,-83,100,-78,100,100,100,100,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-94,100,-91,100,100,100,-79,100,100,100,-97,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-94,100,-90,100,100,100,-77,100,100,100,100,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-83,100,-76,100,100,100,-94,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-85,100,-89,100,-78,100,100,100,-95,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,-91,100,100,100,-98,100,-92,100,-92,100,-75,100,100,100,-94,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-95,100,-92,100,-76,100,100,100,-90,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-98,100,-92,100,-88,100,-67,100,100,100,-95,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-96,100,100,100,100,100,100,100,100,100,100,100,5135,40.8,12.5,1212,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,-94,100,-87,100,-91,100,-72,100,100,100,-92,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-92,100,-86,100,-83,100,-75,100,100,100,100,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-97,100,100,100,-79,100,100,100,-96,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,-96,100,-92,100,-89,100,-77,100,100,100,-94,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,-95,100,-94,100,-92,100,-79,100,100,100,-93,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,-94,100,-85,100,-89,100,-73,100,100,100,-93,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-87,100,100,100,-76,100,100,100,-98,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-87,100,-84,100,-77,100,100,100,-95,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-93,100,-75,100,100,100,100,100,5135,40.8,12.5,1210,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,-93,100,-87,100,-84,100,-78,100,100,100,100,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-93,100,-74,100,100,100,-92,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,-94,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-98,100,-91,100,-93,100,-76,100,100,100,100,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,-97,100,100,100,100,100,-86,100,-90,100,-82,100,100,100,-91,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,-91,100,100,100,100,100,-87,100,-90,100,-77,100,100,100,-91,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,-95,100,-90,100,-88,100,-75,100,100,100,-94,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-97,100,-89,100,-84,100,-73,100,100,100,-94,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,-91,100,100,100,-97,100,-85,100,-84,100,-73,100,100,100,100,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-94,100,-88,100,100,100,100,100,-93,100,5135,40.8,12.5,121D,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-89,100,-83,100,100,100,100,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-94,100,-78,100,100,100,-96,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-94,100,-94,100,-79,100,100,100,-96,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-100,100,-93,100,-93,100,-82,100,100,100,-96,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,100,100,-94,100,-94,100,-83,100,100,100,100,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,-96,100,100,100,-96,100,-93,100,-93,100,-82,100,100,100,100,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-93,100,-90,100,-85,100,100,100,100,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-95,100,-81,100,100,100,-97,100,5135,40.8,12.5,1F61,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,-93,100,-89,100,-91,100,-82,100,100,100,-96,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-91,100,-92,100,-81,100,100,100,100,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,-95,100,100,100,100,100,-93,100,-93,100,-81,100,100,100,100,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-94,100,-81,100,100,100,100,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-88,100,-93,100,-83,100,100,100,100,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,-95,100,-95,100,-87,100,-75,100,100,100,-92,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-95,100,-93,100,-93,100,-81,100,100,100,-93,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,-88,100,-92,100,-83,100,100,100,-95,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,100,100,100,100,-93,100,-82,100,100,100,100,100,5135,40.8,12.5,2055,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-98,100,-84,100,-91,100,-75,100,100,100,-93,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,-97,100,100,100,-96,100,-91,100,-88,100,-75,100,100,100,-89,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-95,100,-89,100,-88,100,-77,100,100,100,-96,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-94,100,-89,100,-88,100,-82,100,100,100,100,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,-97,100,100,100,-93,100,-85,100,-89,100,-80,100,100,100,-93,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,-96,100,-95,100,-93,100,-70,100,100,100,-95,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,100,100,100,100,-94,100,-83,100,-87,100,-72,100,100,100,100,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,-93,100,100,100,100,100,-95,100,-86,100,-76,100,100,100,-92,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,-94,100,100,100,-96,100,100,100,-88,100,-83,100,100,100,-93,100,5135,40.8,12.5,2005,5133,40.6,12.1,9.4,18.1,51
100,-89,100,100,100,-95,100,-94,100,-87,100,-83,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-91,100,100,100,100,100,-95,100,-86,100,-80,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-93,100,100,100,100,100,-91,100,-85,100,-81,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-91,100,100,100,-96,100,-87,100,-83,100,-81,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-93,100,100,100,-97,100,-91,100,-86,100,-80,100,100,100,-94,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-89,100,100,100,-99,100,-89,100,-85,100,-78,100,100,100,-95,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-88,100,100,100,100,100,-93,100,-83,100,-76,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-90,100,100,100,100,100,-93,100,-90,100,-84,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-90,100,100,100,100,100,100,100,-92,100,-81,100,100,100,100,100,5133,40.8,10.4,104D,5135,40.6,10.1,9.4,20.1,51
100,-93,100,100,100,-94,100,-93,100,-85,100,-78,100,100,100,100,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,100,100,100,100,100,100,-93,100,-89,100,-80,100,100,100,-87,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,100,100,100,100,-94,100,-91,100,-82,100,-83,100,100,100,-88,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,-90,100,100,100,-91,100,-89,100,-82,100,-76,100,100,100,-93,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,100,100,100,100,100,100,-92,100,-87,100,-76,100,100,100,-90,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,-94,100,100,100,-95,100,-88,100,-87,100,-77,100,100,100,-89,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,-91,100,100,100,100,100,-93,100,-87,100,-77,100,100,100,-98,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,-94,100,100,100,100,100,-88,100,-85,100,-77,100,100,100,100,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,100,100,100,100,100,100,-92,100,100,100,-81,100,100,100,100,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,100,100,100,100,100,100,-93,100,-86,100,-81,100,100,100,100,100,5133,40.8,10.4,1002,5135,40.6,10.1,9.4,20.1,51
100,-93,100,100,100,100,100,-91,100,-93,100,-77,100,100,100,-94,100,5133,40.8,10.4,10CE,5135,40.6,10.1,9.4,20.1,51
100,-91,100,100,100,100,100,-90,100,-92,100,-82,100,100,100,-93,100,5133,40.8,10.4,10CE,5135,40.6,10.1,9.4,20.1,51
100,-90,100,100,100,100,100,-89,100,100,100,-91,100,100,100,100,100,5133,40.8,10.4,10CE,5135,40.6,10.1,9.4,20.1,51
100,-91,100,100,100,-96,100,-94,100,-87,100,-82,100,100,100,-93,100,5133,40.8,10.4,10CE,5135,40.6,10.1,9.4,20.1,51
100,-93,100,100,100,100,100,-87,100,-91,100,-77,100,100,100,-90,100,5133,40.8,10.4,10CE,5135,40.6,10.1,9.4,20.1,51
100,-91,100,100,100,100,100,-93,100,-91,100,-88,100,100,100,100,100,5133,40.8,10.4,10CE,5135,40.6,10.1,9.4,20.1,51
